left_elbow_mean,left_elbow_std,left_elbow_min,left_elbow_max,right_elbow_mean,right_elbow_std,right_elbow_min,right_elbow_max,left_knee_mean,left_knee_std,left_knee_min,left_knee_max,right_knee_mean,right_knee_std,right_knee_min,right_knee_max,left_hip_mean,left_hip_std,left_hip_min,left_hip_max,right_hip_mean,right_hip_std,right_hip_min,right_hip_max,torso_mean,torso_std,torso_min,torso_max,head_tilt_mean,head_tilt_std,head_tilt_min,head_tilt_max,elbow_symmetry,knee_symmetry,height_ratio_mean,hip_height_mean,hip_height_std,hip_velocity_mean,hip_velocity_max_abs,com_speed_mean,com_speed_max,total_joint_movement
118.99863769591553,34.87618959293857,75.24668577311844,173.2976535200131,121.8861309816339,26.143492426087903,68.04878212629527,162.04802580469828,131.14265010111828,20.041328321122283,92.66781346788663,176.75285159510955,159.88542595445858,8.027723228834093,145.28345008364408,176.04359173755435,126.29695035163127,14.27008317265987,97.16980099462346,141.01551488062486,154.777258598563,12.88524295161794,134.41403843987524,173.95337647336768,-31.105790053235896,22.260717248368746,-82.28599984107888,-10.23734630483429,10.962550997552583,68.30520758150422,-92.06826351949144,112.48523409110939,15.326642520663135,28.779148153727718,7.161667452931456,0.6149198531751824,0.026813138956116825,0.002350985563299607,0.005377162662566604,0.00810248374812466,0.01979644305064758,224.12826334838547
124.39339165836046,28.092515297186665,65.68071551620818,162.26313110434563,119.98213447041347,26.895764159862935,76.90797757041585,160.20447334514705,154.15679376119138,8.42503410399157,137.09078636361494,166.9342102215349,132.45018505961815,21.853768597489154,93.24712969446823,174.1033882912965,147.14251751014152,18.942724102755946,122.85670599562238,177.58400419323084,123.31979009753562,19.62533228124513,88.96508680535622,153.29529425156755,-152.90036776241837,22.395070978821828,-169.46820575513186,-95.08703644018942,61.78183874599684,100.90979561423562,-127.31396822367856,192.82805500504793,9.865994338930895,23.63659248489076,7.29924960871715,0.6088522122546396,0.026860530823547647,0.0018800808918365318,0.005462356066811669,0.008391330902838928,0.01816545184596158,230.0720831661693
142.5753484157004,9.94130115652729,131.12184300698942,157.24099945909643,84.97925476587048,23.37657712471097,61.50300040235294,141.19499201339283,118.52918262234628,10.694634408162168,102.63742790806432,137.11233312407495,138.28522096355024,16.52632373944233,109.89052471969536,157.87834160947733,138.56981636556515,12.465450758322882,122.95664920627993,164.10135079234922,144.19354495888717,12.961155823228406,128.31673977536877,169.987013917178,-42.229343006467,22.418113811126627,-69.96830657374136,4.513846311785011,79.8141970958253,28.525852779452908,52.32439102272933,153.32558767027103,58.26420751382015,25.29547414241547,4.6129399062241205,0.43614996977887294,0.02867053562350529,0.006354022346002366,0.02011563178602155,0.01822371666264718,0.16895693715303595,127.53074143064082
105.53336357055636,25.630915972339505,71.11853681926152,137.79295389183517,115.05691659403105,32.19502844936859,77.81478891367996,180.17098628229652,123.43277790920801,9.69779153403235,107.18751117821267,137.73467456113445,117.22629292019515,21.462996703712303,51.54403801841899,141.61096224099452,132.08983729192238,18.83151380972474,86.29581297355661,175.64493065217852,131.60717358789304,22.62161255586548,67.72310100385883,171.62009074801045,-137.67298552066924,31.504774104876663,-172.52730881425873,-89.32866679971022,-166.5881858308993,63.563811836936225,-232.74889123282804,-54.89937357519613,18.42098047214495,18.99467542701206,4.608528413329335,0.6404253970241668,0.060209653832322886,0.00872032299053438,0.02332205171970758,0.02347599087379285,0.12204816295915864,203.43072588292492
107.02550530689898,26.62265450703832,69.25871720264601,135.92580602775962,116.84931860950323,35.667727552760155,35.75728159739303,141.44359332294493,142.84834706231374,22.224915202047278,115.91095812236156,174.1319947593546,157.8871226707939,9.428578128809578,146.345048934279,169.91154172989621,141.57712568724133,15.165063504981417,117.35329911790862,160.81531100596808,143.9039099339853,20.790352253425265,113.78223247336933,171.91487389367865,-117.05507400160944,8.96225049597151,-124.91449408200047,-98.28641910519501,-211.40733711983125,55.04216379868581,-285.0167762042319,-138.09026224491896,44.487355770656386,16.24461933118256,2.7514150293084647,0.47889249482933327,0.013176574125889663,-0.005364668440251075,0.013906076124736377,0.008906021866577659,0.018835763973088872,127.06770460315241
40.989631339546676,23.19394402581526,9.87867781706128,73.00386111642821,136.20200914984508,45.039688205322825,57.94837491088349,184.9334419057846,138.48017371166534,23.702589345957783,84.62484488300107,170.41906509324025,137.17574294452004,38.19967577851456,61.34365445843305,184.57703478042686,134.45844174144858,43.712460009774,41.64742410011956,170.5856218873482,127.19377665767813,32.33529238628014,50.988473416696515,158.4013268927474,-98.93689842989068,39.063606532840886,-166.42150135271072,-56.50394309779194,-161.06332792417692,32.13023609341626,-203.55994353940628,-95.44027816784745,95.21237781029839,26.108539867191894,1.4749610312163446,0.45956854859278334,0.013245462820647546,0.004941020084887203,0.009269463164465752,0.035428640852899526,0.10871635617733018,243.09158754108606
40.121148700497244,8.57610704515867,28.603895161977434,54.216148303741434,66.64093369129243,11.214382409855016,49.717904662217656,93.5603433400796,65.3566132130256,33.870739025349124,23.14768374483073,111.53273352775011,108.46706043719159,18.22548898522161,78.99193087867742,144.03416184457834,57.624954641845335,26.454173289867338,21.898873385482037,90.04211229205674,45.47814747351457,17.579509360804284,15.47492182887263,81.71335160770079,-38.13062617610589,5.445017969421388,-44.540637787556825,-30.091184809551958,91.1813954760211,8.164722303526332,72.73387420376704,105.36915492583506,26.519784990795177,43.11044722416601,1.8967980167178657,0.49476837815742286,0.0038933057783015995,-0.0005055469806489303,0.0020767108607693263,0.005411866336207691,0.013478860226852163,284.01754338492987
83.19508407275953,25.367020169310454,13.688803432661345,109.54485774829661,86.07691633391428,41.29648729010446,38.826097886915356,172.72557318245998,141.13469894585887,16.414510963992466,106.73262614701923,158.87121995052445,137.55565054260992,7.40884918401913,127.55342692284862,150.54264515819466,162.02137135751812,7.605559470720143,145.56890984848525,169.31712600290712,160.66302246138213,10.416896779139645,143.15377044874847,175.27899234541894,-96.80306242738595,3.07517633280956,-102.16420224331617,-91.74049323478343,-209.80024207475572,73.5491814580479,-286.94870023419435,-21.244377811409148,51.698483983830165,14.062126839252526,7.763651209606246,0.5788505836710943,0.07249780990591964,0.016242212999300305,0.04916046019438858,0.036619522556250395,0.3898455016502123,103.57225774362334
95.56909772701256,50.87246378671441,14.99323938718345,202.83410924930016,78.0323596209787,40.58306651981656,-35.2672504818667,130.41452753437054,133.2582269189992,16.875599450460665,107.82476707949732,159.77641231767768,152.02753015073935,7.765450372085627,141.0204561012224,167.96616014783942,145.93653615452635,20.198657603122335,116.11271720969293,171.45825730473334,158.29796676407156,14.023255209543672,136.6719814462648,177.232519540362,-87.51317368312827,2.946080733413363,-92.8410025402597,-83.29332253584386,21.469598290269317,64.99304465281345,-97.12730908875352,119.83480123371467,44.724520426112534,18.769303231740157,3.08429035575963,0.6065913266619729,0.08480614292700726,0.011933551433299373,0.039492966021810294,0.02249934140068814,0.41282520486868385,158.21453053505653
76.0132990347444,22.479942684341147,31.86047500922596,98.87216723545006,81.58009529334223,27.22714800995113,53.68912074478554,146.4185076047926,167.48922331903367,6.5251391680077315,155.28685700338698,174.3663724599663,164.12537061613256,7.326959705605134,146.70290143585297,170.18501033030088,164.73360078026312,5.373529093418344,159.65359360635532,177.95440768107557,152.56495694296524,12.402580178138319,136.1298349135466,173.5318074896683,88.20230405125899,88.98545345786634,-132.09265050286476,186.88623884986112,36.238568674331695,72.8510077472992,-29.886133733704582,234.40061237828684,35.69551488051995,3.363852702901135,4.407119433678699,0.3579902670213153,0.018624295037934464,0.005354039931539122,0.00921099231793332,0.017279085728448027,0.07853912677254551,45.62832264312601
